epi_week,disease,no._of_cases
2017-W05,Dengue Haemorrhagic Fever,0
2017-W05,Malaria,0
2017-W05,Chikungunya,0
2017-W05,HFMD,572
2017-W05,Diphtheria,0
2017-W05,Measles,0
2017-W05,Mumps,12
2017-W05,Rubella,0
2017-W05,SARS,0
2017-W05,Nipah,0
2017-W05,Acute Viral hepatitis B,2
2017-W05,Encephalitis,0
2017-W05,Legionellosis,0
2017-W05,Campylobacter enteritis,12
2017-W05,Acute Viral hepatitis C,1
2017-W05,Leptospirosis,1
2017-W05,Melioidosis,1
2017-W05,Meningococcal Infection,1
2017-W05,Pertussis,2
2017-W05,Pneumococcal Disease (invasive),5
2017-W05,Haemophilus influenzae type b,2
2017-W05,Salmonellosis(non-enteric fevers),44
2017-W05,Avian Influenza,0
2017-W05,Zika,0
2017-W05,Ebola Virus Disease,0
2017-W05,Japanese Encephalitis,0
2017-W05,Tetanus,0
2017-W05,Botulism,0
2017-W05,Murine Typhus,0
2017-W06,Cholera,0
2017-W06,Paratyphoid,0
2017-W06,Typhoid,0
2017-W06,Acute Viral Hepatitis A,5
2017-W06,Acute Viral Hepatitis E,0
2017-W06,Poliomyelitis,0
2017-W06,Plague,0
2017-W06,Yellow Fever,0
2017-W06,Dengue Fever,77
2017-W06,Dengue Haemorrhagic Fever,0
2017-W06,Malaria,1
2017-W06,Chikungunya,0
2017-W06,HFMD,669
2017-W06,Diphtheria,0
2017-W06,Measles,1
2017-W06,Mumps,15
2017-W06,Rubella,1
2017-W06,SARS,0
2017-W06,Nipah,0
2017-W06,Acute Viral hepatitis B,1
2017-W06,Encephalitis,0
2017-W06,Legionellosis,0
2017-W06,Campylobacter enteritis,4
2017-W06,Acute Viral hepatitis C,0
2017-W06,Leptospirosis,2
2017-W06,Melioidosis,2
2017-W06,Meningococcal Infection,0
2017-W06,Pertussis,7
2017-W06,Pneumococcal Disease (invasive),4
2017-W06,Haemophilus influenzae type b,0
2017-W06,Salmonellosis(non-enteric fevers),33
2017-W06,Avian Influenza,0
2017-W06,Zika,2
2017-W06,Ebola Virus Disease,0
2017-W06,Japanese Encephalitis,0
2017-W06,Tetanus,0
2017-W06,Botulism,0
2017-W06,Murine Typhus,0
2017-W07,Cholera,0
2017-W07,Paratyphoid,0
2017-W07,Typhoid,4
2017-W07,Acute Viral Hepatitis A,0
2017-W07,Acute Viral Hepatitis E,0
2017-W07,Poliomyelitis,0
2017-W07,Plague,0
2017-W07,Yellow Fever,0
2017-W07,Dengue Fever,51
2017-W07,Dengue Haemorrhagic Fever,2
2017-W07,Malaria,0
2017-W07,Chikungunya,0
2017-W07,HFMD,692
2017-W07,Diphtheria,0
2017-W07,Measles,4
2017-W07,Mumps,9
2017-W07,Rubella,1
2017-W07,SARS,0
2017-W07,Nipah,0
2017-W07,Acute Viral hepatitis B,1
2017-W07,Encephalitis,0
2017-W07,Legionellosis,0
2017-W07,Campylobacter enteritis,3
2017-W07,Acute Viral hepatitis C,1
2017-W07,Leptospirosis,2
2017-W07,Melioidosis,2
2017-W07,Meningococcal Infection,1
2017-W07,Pertussis,0
2017-W07,Pneumococcal Disease (invasive),2
2017-W07,Haemophilus influenzae type b,0
2017-W07,Salmonellosis(non-enteric fevers),25
2017-W07,Avian Influenza,0
2017-W07,Zika,1
2017-W07,Ebola Virus Disease,0
2017-W07,Japanese Encephalitis,0
2017-W07,Tetanus,0
2017-W07,Botulism,0
2017-W07,Murine Typhus,0
2017-W08,Cholera,0
2017-W08,Paratyphoid,1
2017-W08,Typhoid,0
2017-W08,Acute Viral Hepatitis A,0
2017-W08,Acute Viral Hepatitis E,0
2017-W08,Poliomyelitis,0
2017-W08,Plague,0
2017-W08,Yellow Fever,0
2017-W08,Dengue Fever,54
2017-W08,Dengue Haemorrhagic Fever,0
2017-W08,Malaria,0
2017-W08,Chikungunya,0
2017-W08,HFMD,762
2017-W08,Diphtheria,0
2017-W08,Measles,3
2017-W08,Mumps,9
2017-W08,Rubella,1
2017-W08,SARS,0
2017-W08,Nipah,0
2017-W08,Acute Viral hepatitis B,2
2017-W08,Encephalitis,0
2017-W08,Legionellosis,0
2017-W08,Campylobacter enteritis,10
2017-W08,Acute Viral hepatitis C,1
2017-W08,Leptospirosis,0
2017-W08,Melioidosis,0
2017-W08,Meningococcal Infection,0
2017-W08,Pertussis,0
2017-W08,Pneumococcal Disease (invasive),6
2017-W08,Haemophilus influenzae type b,0
2017-W08,Salmonellosis(non-enteric fevers),46
2017-W08,Avian Influenza,0
2017-W08,Zika,0
2017-W08,Ebola Virus Disease,0
2017-W08,Japanese Encephalitis,0
2017-W08,Tetanus,0
2017-W08,Botulism,0
2017-W08,Murine Typhus,1
2017-W09,Cholera,0
2017-W09,Paratyphoid,0
2017-W09,Typhoid,1
2017-W09,Acute Viral Hepatitis A,2
2017-W09,Acute Viral Hepatitis E,2
2017-W09,Poliomyelitis,0
2017-W09,Plague,0
2017-W09,Yellow Fever,0
2017-W09,Dengue Fever,41
2017-W09,Dengue Haemorrhagic Fever,0
2017-W09,Malaria,0
2017-W09,Chikungunya,1
2017-W09,HFMD,855
2017-W09,Diphtheria,0
2017-W09,Measles,1
2017-W09,Mumps,12
2017-W09,Rubella,0
2017-W09,SARS,0
2017-W09,Nipah,0
2017-W09,Acute Viral hepatitis B,2
2017-W09,Encephalitis,0
2017-W09,Legionellosis,1
2017-W09,Campylobacter enteritis,6
2017-W09,Acute Viral hepatitis C,0
2017-W09,Leptospirosis,1
2017-W09,Melioidosis,0
2017-W09,Meningococcal Infection,0
2017-W09,Pertussis,2
2017-W09,Pneumococcal Disease (invasive),4
2017-W09,Haemophilus influenzae type b,0
2017-W09,Salmonellosis(non-enteric fevers),45
2017-W09,Avian Influenza,0
2017-W09,Zika,1
2017-W09,Ebola Virus Disease,0
2017-W09,Japanese Encephalitis,0
2017-W09,Tetanus,0
2017-W09,Botulism,0
2017-W09,Murine Typhus,0
2017-W10,Cholera,0
2017-W10,Paratyphoid,0
2017-W10,Typhoid,0
2017-W10,Acute Viral Hepatitis A,0
2017-W10,Acute Viral Hepatitis E,1
2017-W10,Poliomyelitis,0
2017-W10,Plague,0
2017-W10,Yellow Fever,0
2017-W10,Dengue Fever,32
2017-W10,Dengue Haemorrhagic Fever,0
2017-W10,Malaria,1
2017-W10,Chikungunya,0
2017-W10,HFMD,943
2017-W10,Diphtheria,0
2017-W10,Measles,2
2017-W10,Mumps,11
2017-W10,Rubella,0
2017-W10,SARS,0
2017-W10,Nipah,0
2017-W10,Acute Viral hepatitis B,1
2017-W10,Encephalitis,0
2017-W10,Legionellosis,1
2017-W10,Campylobacter enteritis,8
2017-W10,Acute Viral hepatitis C,0
2017-W10,Leptospirosis,1
2017-W10,Melioidosis,0
2017-W10,Meningococcal Infection,0
2017-W10,Pertussis,2
2017-W10,Pneumococcal Disease (invasive),2
2017-W10,Haemophilus influenzae type b,0
2017-W10,Salmonellosis(non-enteric fevers),32
2017-W10,Avian Influenza,0
2017-W10,Zika,0
2017-W10,Ebola Virus Disease,0
2017-W10,Japanese Encephalitis,0
2017-W10,Tetanus,0
2017-W10,Botulism,0
2017-W10,Murine Typhus,0
2017-W11,Cholera,0
2017-W11,Paratyphoid,0
2017-W11,Typhoid,1
2017-W11,Acute Viral Hepatitis A,2
2017-W11,Acute Viral Hepatitis E,0
2017-W11,Poliomyelitis,0
2017-W11,Plague,0
2017-W11,Yellow Fever,0
2017-W11,Dengue Fever,34
2017-W11,Dengue Haemorrhagic Fever,1
2017-W11,Malaria,1
2017-W11,Chikungunya,0
2017-W11,HFMD,797
2017-W11,Diphtheria,0
2017-W11,Measles,1
2017-W11,Mumps,14
2017-W11,Rubella,0
2017-W11,SARS,0
2017-W11,Nipah,0
2017-W11,Acute Viral hepatitis B,0
2017-W11,Encephalitis,0
2017-W11,Legionellosis,0
2017-W11,Campylobacter enteritis,8
2017-W11,Acute Viral hepatitis C,0
2017-W11,Leptospirosis,1
2017-W11,Melioidosis,3
2017-W11,Meningococcal Infection,0
2017-W11,Pertussis,2
2017-W11,Pneumococcal Disease (invasive),2
2017-W11,Haemophilus influenzae type b,0
2017-W11,Salmonellosis(non-enteric fevers),31
2017-W11,Avian Influenza,0
2017-W11,Zika,0
2017-W11,Ebola Virus Disease,0
2017-W11,Japanese Encephalitis,0
2017-W11,Tetanus,0
2017-W11,Botulism,0
2017-W11,Murine Typhus,0
2017-W12,Cholera,0
2017-W12,Paratyphoid,0
2017-W12,Typhoid,0
2017-W12,Acute Viral Hepatitis A,2
2017-W12,Acute Viral Hepatitis E,3
2017-W12,Poliomyelitis,0
2017-W12,Plague,0
2017-W12,Yellow Fever,0
2017-W12,Dengue Fever,32
2017-W12,Dengue Haemorrhagic Fever,0
2017-W12,Malaria,0
2017-W12,Chikungunya,2
2017-W12,HFMD,790
2017-W12,Diphtheria,0
2017-W12,Measles,2
2017-W12,Mumps,8
2017-W12,Rubella,0
2017-W12,SARS,0
2017-W12,Nipah,0
2017-W12,Acute Viral hepatitis B,0
2017-W12,Encephalitis,0
2017-W12,Legionellosis,1
2017-W12,Campylobacter enteritis,7
2017-W12,Acute Viral hepatitis C,0
2017-W12,Leptospirosis,0
2017-W12,Melioidosis,1
2017-W12,Meningococcal Infection,0
2017-W12,Pertussis,0
2017-W12,Pneumococcal Disease (invasive),3
2017-W12,Haemophilus influenzae type b,0
2017-W12,Salmonellosis(non-enteric fevers),63
2017-W12,Avian Influenza,0
2017-W12,Zika,1
2017-W12,Ebola Virus Disease,0
2017-W12,Japanese Encephalitis,0
2017-W12,Tetanus,0
2017-W12,Botulism,0
2017-W12,Murine Typhus,1
2017-W13,Cholera,0
2017-W13,Paratyphoid,0
2017-W13,Typhoid,0
2017-W13,Acute Viral Hepatitis A,3
2017-W13,Acute Viral Hepatitis E,2
2017-W13,Poliomyelitis,0
2017-W13,Plague,0
2017-W13,Yellow Fever,0
2017-W13,Dengue Fever,49
2017-W13,Dengue Haemorrhagic Fever,1
2017-W13,Malaria,0
2017-W13,Chikungunya,0
2017-W13,HFMD,663
2017-W13,Diphtheria,0
2017-W13,Measles,4
2017-W13,Mumps,12
2017-W13,Rubella,0
2017-W13,SARS,0
2017-W13,Nipah,0
2017-W13,Acute Viral hepatitis B,0
2017-W13,Encephalitis,0
2017-W13,Legionellosis,2
2017-W13,Campylobacter enteritis,7
2017-W13,Acute Viral hepatitis C,0
2017-W13,Leptospirosis,0
2017-W13,Melioidosis,1
2017-W13,Meningococcal Infection,1
2017-W13,Pertussis,0
2017-W13,Pneumococcal Disease (invasive),5
2017-W13,Haemophilus influenzae type b,0
2017-W13,Salmonellosis(non-enteric fevers),45
2017-W13,Avian Influenza,0
2017-W13,Zika,2
2017-W13,Ebola Virus Disease,0
2017-W13,Japanese Encephalitis,0
2017-W13,Tetanus,0
2017-W13,Botulism,0
2017-W13,Murine Typhus,0
2017-W14,Cholera,0
2017-W14,Paratyphoid,0
2017-W14,Typhoid,2
2017-W14,Acute Viral Hepatitis A,2
2017-W14,Acute Viral Hepatitis E,1
2017-W14,Poliomyelitis,0
2017-W14,Plague,0
2017-W14,Yellow Fever,0
2017-W14,Dengue Fever,37
2017-W14,Dengue Haemorrhagic Fever,0
2017-W14,Malaria,1
2017-W14,Chikungunya,1
2017-W14,HFMD,695
2017-W14,Diphtheria,0
2017-W14,Measles,3
2017-W14,Mumps,13
2017-W14,Rubella,0
2017-W14,SARS,0
2017-W14,Nipah,0
2017-W14,Acute Viral hepatitis B,0
2017-W14,Encephalitis,0
2017-W14,Legionellosis,0
2017-W14,Campylobacter enteritis,9
2017-W14,Acute Viral hepatitis C,0
2017-W14,Leptospirosis,1
2017-W14,Melioidosis,0
2017-W14,Meningococcal Infection,1
2017-W14,Pertussis,2
2017-W14,Pneumococcal Disease (invasive),0
2017-W14,Haemophilus influenzae type b,1
2017-W14,Salmonellosis(non-enteric fevers),33
2017-W14,Avian Influenza,0
2017-W14,Zika,5
2017-W14,Ebola Virus Disease,0
2017-W14,Japanese Encephalitis,0
2017-W14,Tetanus,0
2017-W14,Botulism,0
2017-W14,Murine Typhus,0
2017-W15,Cholera,0
2017-W15,Paratyphoid,0
2017-W15,Typhoid,1
2017-W15,Acute Viral Hepatitis A,2
2017-W15,Acute Viral Hepatitis E,2
2017-W15,Poliomyelitis,0
2017-W15,Plague,0
2017-W15,Yellow Fever,0
2017-W15,Dengue Fever,32
2017-W15,Dengue Haemorrhagic Fever,0
2017-W15,Malaria,1
2017-W15,Chikungunya,0
2017-W15,HFMD,654
2017-W15,Diphtheria,0
2017-W15,Measles,2
2017-W15,Mumps,7
2017-W15,Rubella,0
2017-W15,SARS,0
2017-W15,Nipah,0
2017-W15,Acute Viral hepatitis B,1
2017-W15,Encephalitis,0
2017-W15,Legionellosis,0
2017-W15,Campylobacter enteritis,4
2017-W15,Acute Viral hepatitis C,0
2017-W15,Leptospirosis,1
2017-W15,Melioidosis,0
2017-W15,Meningococcal Infection,1
2017-W15,Pertussis,1
2017-W15,Pneumococcal Disease (invasive),2
2017-W15,Haemophilus influenzae type b,0
2017-W15,Salmonellosis(non-enteric fevers),42
2017-W15,Avian Influenza,0
2017-W15,Zika,5
2017-W15,Ebola Virus Disease,0
2017-W15,Japanese Encephalitis,0
2017-W15,Tetanus,0
2017-W15,Botulism,0
2017-W15,Murine Typhus,0
2017-W16,Cholera,0
2017-W16,Paratyphoid,0
2017-W16,Typhoid,1
2017-W16,Acute Viral Hepatitis A,4
2017-W16,Acute Viral Hepatitis E,0
2017-W16,Poliomyelitis,0
2017-W16,Plague,0
2017-W16,Yellow Fever,0
2017-W16,Dengue Fever,51
2017-W16,Dengue Haemorrhagic Fever,0
2017-W16,Malaria,2
2017-W16,Chikungunya,0
2017-W16,HFMD,762
2017-W16,Diphtheria,0
2017-W16,Measles,2
2017-W16,Mumps,12
2017-W16,Rubella,0
2017-W16,SARS,0
2017-W16,Nipah,0
2017-W16,Acute Viral hepatitis B,0
2017-W16,Encephalitis,0
2017-W16,Legionellosis,0
2017-W16,Campylobacter enteritis,8
2017-W16,Acute Viral hepatitis C,1
2017-W16,Leptospirosis,2
2017-W16,Melioidosis,2
2017-W16,Meningococcal Infection,0
2017-W16,Pertussis,0
2017-W16,Pneumococcal Disease (invasive),2
2017-W16,Haemophilus influenzae type b,0
2017-W16,Salmonellosis(non-enteric fevers),31
2017-W16,Avian Influenza,0
2017-W16,Zika,5
2017-W16,Ebola Virus Disease,0
2017-W16,Japanese Encephalitis,0
2017-W16,Tetanus,0
2017-W16,Botulism,0
2017-W16,Murine Typhus,0
2017-W17,Cholera,0
2017-W17,Paratyphoid,0
2017-W17,Typhoid,1
2017-W17,Acute Viral Hepatitis A,4
2017-W17,Acute Viral Hepatitis E,2
2017-W17,Poliomyelitis,0
2017-W17,Plague,0
2017-W17,Yellow Fever,0
2017-W17,Dengue Fever,37
2017-W17,Dengue Haemorrhagic Fever,0
2017-W17,Malaria,0
2017-W17,Chikungunya,0
2017-W17,HFMD,752
2017-W17,Diphtheria,0
2017-W17,Measles,0
2017-W17,Mumps,7
2017-W17,Rubella,1
2017-W17,SARS,0
2017-W17,Nipah,0
2017-W17,Acute Viral hepatitis B,0
2017-W17,Encephalitis,0
2017-W17,Legionellosis,0
2017-W17,Campylobacter enteritis,11
2017-W17,Acute Viral hepatitis C,0
2017-W17,Leptospirosis,1
2017-W17,Melioidosis,0
2017-W17,Meningococcal Infection,0
2017-W17,Pertussis,0
2017-W17,Pneumococcal Disease (invasive),0
2017-W17,Haemophilus influenzae type b,0
2017-W17,Salmonellosis(non-enteric fevers),32
2017-W17,Avian Influenza,0
2017-W17,Zika,7
2017-W17,Ebola Virus Disease,0
2017-W17,Japanese Encephalitis,0
2017-W17,Tetanus,0
2017-W17,Botulism,0
2017-W17,Murine Typhus,0
2017-W18,Cholera,0
2017-W18,Paratyphoid,1
2017-W18,Typhoid,1
2017-W18,Acute Viral Hepatitis A,2
2017-W18,Acute Viral Hepatitis E,0
2017-W18,Poliomyelitis,0
2017-W18,Plague,0
2017-W18,Yellow Fever,0
2017-W18,Dengue Fever,42
2017-W18,Dengue Haemorrhagic Fever,0
2017-W18,Malaria,2
2017-W18,Chikungunya,0
2017-W18,HFMD,755
2017-W18,Diphtheria,0
2017-W18,Measles,0
2017-W18,Mumps,13
2017-W18,Rubella,1
2017-W18,SARS,0
2017-W18,Nipah,0
2017-W18,Acute Viral hepatitis B,0
2017-W18,Encephalitis,0
2017-W18,Legionellosis,1
2017-W18,Campylobacter enteritis,6
2017-W18,Acute Viral hepatitis C,0
2017-W18,Leptospirosis,0
2017-W18,Melioidosis,1
2017-W18,Meningococcal Infection,0
2017-W18,Pertussis,1
2017-W18,Pneumococcal Disease (invasive),1
2017-W18,Haemophilus influenzae type b,0
2017-W18,Salmonellosis(non-enteric fevers),43
2017-W18,Avian Influenza,0
2017-W18,Zika,3
2017-W18,Ebola Virus Disease,0
2017-W18,Japanese Encephalitis,0
2017-W18,Tetanus,0
2017-W18,Botulism,0
2017-W18,Murine Typhus,0
2017-W19,Cholera,0
2017-W19,Paratyphoid,1
2017-W19,Typhoid,0
2017-W19,Acute Viral Hepatitis A,1
2017-W19,Acute Viral Hepatitis E,0
2017-W19,Poliomyelitis,0
2017-W19,Plague,0
2017-W19,Yellow Fever,0
2017-W19,Dengue Fever,48
2017-W19,Dengue Haemorrhagic Fever,0
2017-W19,Malaria,0
2017-W19,Chikungunya,0
2017-W19,HFMD,732
2017-W19,Diphtheria,0
2017-W19,Measles,0
2017-W19,Mumps,8
2017-W19,Rubella,1
2017-W19,SARS,0
2017-W19,Nipah,0
2017-W19,Acute Viral hepatitis B,1
2017-W19,Encephalitis,0
2017-W19,Legionellosis,1
2017-W19,Campylobacter enteritis,9
2017-W19,Acute Viral hepatitis C,0
2017-W19,Leptospirosis,1
2017-W19,Melioidosis,2
2017-W19,Meningococcal Infection,0
2017-W19,Pertussis,0
2017-W19,Pneumococcal Disease (invasive),4
2017-W19,Haemophilus influenzae type b,0
2017-W19,Salmonellosis(non-enteric fevers),38
2017-W19,Avian Influenza,0
2017-W19,Zika,1
2017-W19,Ebola Virus Disease,0
2017-W19,Japanese Encephalitis,0
2017-W19,Tetanus,0
2017-W19,Botulism,0
2017-W19,Murine Typhus,0
2017-W20,Cholera,0
2017-W20,Paratyphoid,0
2017-W20,Typhoid,0
2017-W20,Acute Viral Hepatitis A,2
2017-W20,Acute Viral Hepatitis E,2
2017-W20,Poliomyelitis,0
2017-W20,Plague,0
2017-W20,Yellow Fever,0
2017-W20,Dengue Fever,48
2017-W20,Dengue Haemorrhagic Fever,2
2017-W20,Malaria,0
2017-W20,Chikungunya,1
2017-W20,HFMD,793
2017-W20,Diphtheria,0
2017-W20,Measles,2
2017-W20,Mumps,7
2017-W20,Rubella,0
2017-W20,SARS,0
2017-W20,Nipah,0
2017-W20,Acute Viral hepatitis B,1
2017-W20,Encephalitis,0
2017-W20,Legionellosis,1
2017-W20,Campylobacter enteritis,10
2017-W20,Acute Viral hepatitis C,0
2017-W20,Leptospirosis,1
2017-W20,Melioidosis,1
2017-W20,Meningococcal Infection,0
2017-W20,Pertussis,0
2017-W20,Pneumococcal Disease (invasive),3
2017-W20,Haemophilus influenzae type b,0
2017-W20,Salmonellosis(non-enteric fevers),40
2017-W20,Avian Influenza,0
2017-W20,Zika,1
2017-W20,Ebola Virus Disease,0
2017-W20,Japanese Encephalitis,0
2017-W20,Tetanus,0
2017-W20,Botulism,0
2017-W20,Murine Typhus,0
2017-W21,Cholera,0
2017-W21,Paratyphoid,1
2017-W21,Typhoid,0
2017-W21,Acute Viral Hepatitis A,1
2017-W21,Acute Viral Hepatitis E,0
2017-W21,Poliomyelitis,0
2017-W21,Plague,0
2017-W21,Yellow Fever,0
2017-W21,Dengue Fever,50
2017-W21,Dengue Haemorrhagic Fever,0
2017-W21,Malaria,2
2017-W21,Chikungunya,0
2017-W21,HFMD,789
2017-W21,Diphtheria,0
2017-W21,Measles,2
2017-W21,Mumps,10
2017-W21,Rubella,1
2017-W21,SARS,0
2017-W21,Nipah,0
2017-W21,Acute Viral hepatitis B,0
2017-W21,Encephalitis,0
2017-W21,Legionellosis,0
2017-W21,Campylobacter enteritis,9
2017-W21,Acute Viral hepatitis C,0
2017-W21,Leptospirosis,2
2017-W21,Melioidosis,0
2017-W21,Meningococcal Infection,0
2017-W21,Pertussis,0
2017-W21,Pneumococcal Disease (invasive),6
2017-W21,Haemophilus influenzae type b,0
2017-W21,Salmonellosis(non-enteric fevers),44
2017-W21,Avian Influenza,0
2017-W21,Zika,4
2017-W21,Ebola Virus Disease,0
2017-W21,Japanese Encephalitis,0
2017-W21,Tetanus,0
2017-W21,Botulism,0
2017-W21,Murine Typhus,0
2017-W22,Cholera,1
2017-W22,Paratyphoid,0
2017-W22,Typhoid,2
2017-W22,Acute Viral Hepatitis A,3
2017-W22,Acute Viral Hepatitis E,1
2017-W22,Poliomyelitis,0
2017-W22,Plague,0
2017-W22,Yellow Fever,0
2017-W22,Dengue Fever,66
2017-W22,Dengue Haemorrhagic Fever,0
2017-W22,Malaria,0
2017-W22,Chikungunya,0
2017-W22,HFMD,713
2017-W22,Diphtheria,0
2017-W22,Measles,0
2017-W22,Mumps,8
2017-W22,Rubella,0
2017-W22,SARS,0
2017-W22,Nipah,0
2017-W22,Acute Viral hepatitis B,0
2017-W22,Encephalitis,0
2017-W22,Legionellosis,1
2017-W22,Campylobacter enteritis,7
2017-W22,Acute Viral hepatitis C,0
2017-W22,Leptospirosis,3
2017-W22,Melioidosis,2
2017-W22,Meningococcal Infection,0
2017-W22,Pertussis,1
2017-W22,Pneumococcal Disease (invasive),10
2017-W22,Haemophilus influenzae type b,1
2017-W22,Salmonellosis(non-enteric fevers),65
2017-W22,Avian Influenza,0
2017-W22,Zika,3
2017-W22,Ebola Virus Disease,0
2017-W22,Japanese Encephalitis,0
2017-W22,Tetanus,0
2017-W22,Botulism,0
2017-W22,Murine Typhus,0
2017-W23,Cholera,0
2017-W23,Paratyphoid,0
2017-W23,Typhoid,0
2017-W23,Acute Viral Hepatitis A,1
2017-W23,Acute Viral Hepatitis E,1
2017-W23,Poliomyelitis,0
2017-W23,Plague,0
2017-W23,Yellow Fever,0
2017-W23,Dengue Fever,62
2017-W23,Dengue Haemorrhagic Fever,0
2017-W23,Malaria,0
2017-W23,Chikungunya,2
2017-W23,HFMD,607
2017-W23,Diphtheria,0
2017-W23,Measles,2
2017-W23,Mumps,9
2017-W23,Rubella,0
2017-W23,SARS,0
2017-W23,Nipah,0
2017-W23,Acute Viral hepatitis B,0
2017-W23,Encephalitis,0
2017-W23,Legionellosis,0
2017-W23,Campylobacter enteritis,9
2017-W23,Acute Viral hepatitis C,1
2017-W23,Leptospirosis,2
2017-W23,Melioidosis,1
2017-W23,Meningococcal Infection,0
2017-W23,Pertussis,3
2017-W23,Pneumococcal Disease (invasive),3
2017-W23,Haemophilus influenzae type b,0
2017-W23,Salmonellosis(non-enteric fevers),36
2017-W23,Avian Influenza,0
2017-W23,Zika,1
2017-W23,Ebola Virus Disease,0
2017-W23,Japanese Encephalitis,0
2017-W23,Tetanus,0
2017-W23,Botulism,0
2017-W23,Murine Typhus,0
2017-W24,Cholera,0
2017-W24,Paratyphoid,0
2017-W24,Typhoid,2
2017-W24,Acute Viral Hepatitis A,1
2017-W24,Acute Viral Hepatitis E,0
2017-W24,Poliomyelitis,0
2017-W24,Plague,0
2017-W24,Yellow Fever,0
2017-W24,Dengue Fever,79
2017-W24,Dengue Haemorrhagic Fever,1
2017-W24,Malaria,0
2017-W24,Chikungunya,1
2017-W24,HFMD,520
2017-W24,Diphtheria,0
2017-W24,Measles,3
2017-W24,Mumps,8
2017-W24,Rubella,0
2017-W24,SARS,0
2017-W24,Nipah,0
2017-W24,Acute Viral hepatitis B,1
2017-W24,Encephalitis,0
2017-W24,Legionellosis,0
2017-W24,Campylobacter enteritis,4
2017-W24,Acute Viral hepatitis C,0
2017-W24,Leptospirosis,1
2017-W24,Melioidosis,0
2017-W24,Meningococcal Infection,0
2017-W24,Pertussis,0
2017-W24,Pneumococcal Disease (invasive),3
2017-W24,Haemophilus influenzae type b,0
2017-W24,Salmonellosis(non-enteric fevers),49
2017-W24,Avian Influenza,0
2017-W24,Zika,1
2017-W24,Ebola Virus Disease,0
2017-W24,Japanese Encephalitis,0
2017-W24,Tetanus,0
2017-W24,Botulism,0
2017-W24,Murine Typhus,0
2017-W25,Cholera,0
2017-W25,Paratyphoid,1
2017-W25,Typhoid,1
2017-W25,Acute Viral Hepatitis A,0
2017-W25,Acute Viral Hepatitis E,2
2017-W25,Poliomyelitis,0
2017-W25,Plague,0
2017-W25,Yellow Fever,0
2017-W25,Dengue Fever,73
2017-W25,Dengue Haemorrhagic Fever,0
2017-W25,Malaria,1
2017-W25,Chikungunya,2
2017-W25,HFMD,554
2017-W25,Diphtheria,0
2017-W25,Measles,1
2017-W25,Mumps,10
2017-W25,Rubella,0
2017-W25,SARS,0
2017-W25,Nipah,0
2017-W25,Acute Viral hepatitis B,0
2017-W25,Encephalitis,0
2017-W25,Legionellosis,1
2017-W25,Campylobacter enteritis,5
2017-W25,Acute Viral hepatitis C,0
2017-W25,Leptospirosis,0
2017-W25,Melioidosis,0
2017-W25,Meningococcal Infection,0
2017-W25,Pertussis,0
2017-W25,Pneumococcal Disease (invasive),2
2017-W25,Haemophilus influenzae type b,0
2017-W25,Salmonellosis(non-enteric fevers),33
2017-W25,Avian Influenza,0
2017-W25,Zika,2
2017-W25,Ebola Virus Disease,0
2017-W25,Japanese Encephalitis,0
2017-W25,Tetanus,0
2017-W25,Botulism,0
2017-W25,Murine Typhus,0
2017-W26,Cholera,0
2017-W26,Paratyphoid,0
2017-W26,Typhoid,1
2017-W26,Acute Viral Hepatitis A,2
2017-W26,Acute Viral Hepatitis E,1
2017-W26,Poliomyelitis,0
2017-W26,Plague,0
2017-W26,Yellow Fever,0
2017-W26,Dengue Fever,75
2017-W26,Dengue Haemorrhagic Fever,0
2017-W26,Malaria,1
2017-W26,Chikungunya,2
2017-W26,HFMD,436
2017-W26,Diphtheria,0
2017-W26,Measles,2
2017-W26,Mumps,12
2017-W26,Rubella,1
2017-W26,SARS,0
2017-W26,Nipah,0
2017-W26,Acute Viral hepatitis B,1
2017-W26,Encephalitis,0
2017-W26,Legionellosis,1
2017-W26,Campylobacter enteritis,13
2017-W26,Acute Viral hepatitis C,1
2017-W26,Leptospirosis,0
2017-W26,Melioidosis,4
2017-W26,Meningococcal Infection,0
2017-W26,Pertussis,1
2017-W26,Pneumococcal Disease (invasive),2
2017-W26,Haemophilus influenzae type b,0
2017-W26,Salmonellosis(non-enteric fevers),28
2017-W26,Avian Influenza,0
2017-W26,Zika,1
2017-W26,Ebola Virus Disease,0
2017-W26,Japanese Encephalitis,0
2017-W26,Tetanus,0
2017-W26,Botulism,0
2017-W26,Murine Typhus,0
2017-W27,Cholera,0
2017-W27,Paratyphoid,1
2017-W27,Typhoid,1
2017-W27,Acute Viral Hepatitis A,0
2017-W27,Acute Viral Hepatitis E,2
2017-W27,Poliomyelitis,0
2017-W27,Plague,0
2017-W27,Yellow Fever,0
2017-W27,Dengue Fever,63
2017-W27,Dengue Haemorrhagic Fever,0
2017-W27,Malaria,3
2017-W27,Chikungunya,1
2017-W27,HFMD,572
2017-W27,Diphtheria,0
2017-W27,Measles,1
2017-W27,Mumps,9
2017-W27,Rubella,0
2017-W27,SARS,0
2017-W27,Nipah,0
2017-W27,Acute Viral hepatitis B,1
2017-W27,Encephalitis,0
2017-W27,Legionellosis,1
2017-W27,Campylobacter enteritis,16
2017-W27,Acute Viral hepatitis C,0
2017-W27,Leptospirosis,2
2017-W27,Melioidosis,1
